learning_rate,hid_epoches,loss_function,hidden_layers,mapfunction_1,mapfunction_2,mapfunction_3,mapfunction_4,mapfunction_5,mapfunction_6,mapfunction_7,mapfunction_8,mapfunction_9,mapfunction_10,mapfunction_11,mapfunction_12,Accuracy,F1,Precision,Recall
9.262780399634631e-05,11.0,1,3.0,5.0,0,0,6.0,0,3.0,9.0,0,0,0,0,0,0.6090775988286969,0.3527272727272728,1.0,0.2451558550968829
0.0001394332606625023,5.0,1,3.0,0,0,2.0,4.0,6.0,6.0,0,0,1.0,9.0,9.0,0,0.6090775988286969,0.3566265060240964,0.6666666666666666,0.2493681550126369
0.00043360771318007063,13.0,1,4.0,0,2.0,8.0,0,7.0,10.0,0,0,0,8.0,6.0,0,0.6281112737920937,0.4473257698541329,0.6385737439222042,0.34877843302443134
5.4058955609219146e-05,6.0,1,5.0,0,4.0,0,0,0,0,4.0,0,0,0,0,11,0.6046852122986823,0.4136825227151256,0.631578947368421,0.32603201347935973
0.0005317743321170778,6.0,2,2.0,0,9.0,4.0,2.0,0,10.0,0,0,6.0,0,2.0,2,0.6226207906295754,0.4655261793675479,0.6153846153846154,0.37826453243470937
0.00037981342753959596,10.0,1,2.0,7.0,0,12.0,0,0,12.0,4.0,7.0,7.0,0,0,5,0.6317715959004392,0.49599198396793587,0.6462093862815884,0.41701769165964614
0.0001484677731284497,12.0,2,5.0,0,6.0,9.0,0,0,0,9.0,8.0,0,3.0,0,0,0.6251830161054173,0.5002409638554216,0.6238390092879257,0.43723673125526535
0.00036493235006951607,7.0,1,4.0,0,0,5.0,0,4.0,3.0,9.0,0,0,4.0,0,9,0.6215226939970717,0.41255605381165916,0.6560693641618497,0.3100252737994945
0.0007840238148021534,9.0,1,1.0,9.0,8.0,0,0,0,0,2.0,3.0,6.0,8.0,0,7,0.62701317715959,0.4505376344086021,0.6281512605042017,0.35299073294018535
0.0001249149815988554,5.0,1,4.0,0,10.0,0,0,0,9.0,7.0,6.0,0,10.0,4.0,7,0.6189604685212299,0.4690394929302779,0.6617647058823529,0.405223251895535
0.0005227638303508343,9.0,1,5.0,0,0,0,2.0,0,0,6.0,6.0,1.0,11.0,6.0,0,0.6171303074670571,0.42081949058693247,0.6301115241635687,0.3201347935973041
0.0006103631262865998,7.0,1,1.0,3.0,7.0,0,8.0,9.0,0,0,0,0,2.0,6.0,0,0.5871156661786238,0.30647130647130644,0.6666666666666666,0.21145745577085087
0.00012773883391280794,11.0,1,2.0,5.0,9.0,6.0,9.0,10.0,0,0,7.0,0,6.0,5.0,5,0.623718887262079,0.5068171133051246,0.6266924564796905,0.45408593091828137
0.00011535492640842073,11.0,1,5.0,0,8.0,0,0,11.0,0,6.0,10.0,0,4.0,8.0,11,0.6299414348462665,0.503681885125184,0.6200873362445415,0.43218197135636055
0.00015701228494696773,9.0,2,6.0,5.0,8.0,9.0,0,0,0,2.0,1.0,11.0,4.0,7.0,11,0.633601756954612,0.5196548418024929,0.6581632653061225,0.45661331086773377
0.00013536262638081685,13.0,2,3.0,7.0,0,0,0,6.0,0,0,4.0,10.0,8.0,0,0,0.6240849194729137,0.4778225806451613,0.6504065040650406,0.3993260320134794
0.00014354334323751617,5.0,2,5.0,0,0,0,8.0,0,8.0,5.0,4.0,6.0,0,12.0,6,0.6295754026354319,0.4723670490093848,0.6355311355311355,0.38163437236731257
0.0007865383696874316,10.0,1,4.0,0,0,8.0,0,8.0,11.0,3.0,0,0,3.0,0,0,0.6039531478770132,0.46979865771812085,0.6460176991150443,0.4128053917438922
0.0008750168357245575,11.0,2,3.0,6.0,0,0,2.0,7.0,0,0,0,12.0,4.0,0,0,0.6273792093704246,0.44742489270386265,0.6968085106382979,0.35130581297388375
7.238289244964238e-05,9.0,1,1.0,8.0,0,0,0,2.0,0,9.0,2.0,0,3.0,0,0,0.6021229868228404,0.38956714761376243,0.5889679715302492,0.2957034540859309
